"Übergeordnete ID-Nummer",ID-Nummer,Kurzname,Beschreibung,Beschreibungsformat,Skalenwerte,Skalenkonfiguration,"Regeltyp (optional)","Regelergebnis (optional)","Regelkonfiguration (optional)","Querverweisende Kompetenz-ID-Nummern","Exportierte ID (optional)","Ist Kompetenzrahmen",Taxonomie
GRETA-4-1,GRETA-4-1-2,Enthusiasmus,"<p dir=""ltr"" style=""text-align:left;"">Enthusiasmus bezeichnet den Grad des positiven emotionalen Erlebens 
während der Ausübung der Lehrtätigkeit. Hierzu gehören die Freude an der
 Tätigkeit sowie die Tatsache, dass Lehrende aus eigenem Interesse 
heraus handeln – frei von externem Druck oder Kontrolle.  Enthusiasmus 
als motivationale Orientierung meint das persönliche Engagement und die 
Begeisterungsfähigkeit von Lehrenden für ihr Fach und die Lehrtätigkeit 
als solche.<br /></p>",1,,,,0,null,,169,,
GRETA-4,GRETA-4-2,Selbstregulation,"<p dir=""ltr"" style=""text-align:left;"">Beschreibung Selbstregulation<br /></p>",1,,,,0,null,,170,,
GRETA-4-2,GRETA-4-2-1,"Umgang mit Feedback und Kritik","<p dir=""ltr"" style=""text-align:left;"">Feedback und Kritik nehmen in Lehr-Lern-Situationen eine besondere Rolle
 ein. Dabei ist neben dem Erteilen von Feedback für Lehrende auch der 
Umgang mit Feedback oder Kritik bezogen auf die eigene Person und das 
eigene Handeln von Bedeutung. Konkret bedeutet dies, dass Lehrende in 
der Lage sein sollten, mit Feedback und Kritik konstruktiv umzugehen. 
Dazu gehört eine angemessene Reaktion auf positives und negatives 
Feedback ebenso wie die Suche nach geeigneten Zeiträumen und Orten zum 
Lösen von Problemen und Konflikten. Ebenfalls von Bedeutung für die 
Wirkung von Feedback und Kritik ist das Medium, durch welches Feedback 
kommuniziert wird. Eine Feedback- und Kritikfähigkeit ermöglicht einen 
produktiven Umgang mit Irritationen und kann eine nachhaltige 
Selbstreflexion ermöglichen.<br /></p>",1,,,,0,null,,171,,
GRETA-4-2,GRETA-4-2-2,"Engagement und Distanz","<p dir=""ltr"" style=""text-align:left;"">Die Fähigkeit der Selbstregulation zeigt sich im verantwortungsvollen 
Umgang mit den eigenen Ressourcen. Damit ist ein ausgewogenes Maß an 
Engagement und Distanzierungsfähigkeit bezogen auf die Tätigkeit 
gemeint. Besonders aufgrund der zunehmenden Entgrenzung durch die 
Digitalisierung und die Möglichkeiten, überall und jederzeit zu 
arbeiten, ist es wichtig, mit den eigenen Ressourcen bewusst umzugehen. 
Die Verbindung von hohem Engagement und guter Distanzierungsfähigkeit 
bewahrt die Lehrenden vor Erschöpfung und ermöglicht es ihnen, mit 
Herausforderungen in ihrem pädagogischen Handeln effektiv umzugehen. Die
 Fähigkeit, mit den eigenen Ressourcen gesund zu haushalten, wirkt sich 
dabei sowohl auf die Qualität der Lehr-Lern-Prozesse als auch auf das 
berufliche Wohlbefinden der Lehrenden aus, wovon letztendlich auch die 
Teilnehmenden profitieren.<br /></p>",1,,,,0,null,,172,,
GRETA-4,GRETA-4-3,"Berufspraktische Erfahrung","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Berufspraktische Erfahrung<br /></p>",1,,,,0,null,,173,,
GRETA-4-3,GRETA-4-3-1,"Reflexion des eigenen Lehrhandelns","<p dir=""ltr"" style=""text-align:left;"">Um immer wieder angemessenes und innovatives Lehrhandeln zeigen zu 
können, ist es erforderlich, dass Lehrende ihr professionelles Handeln 
selbst reflektieren. Hierzu gehört auch, sich in die Teilnehmenden 
hineinzuversetzen und deren Perspektive einnehmen zu können. Die 
Reflexion des Lehrhandelns ist die Voraussetzung dafür, dass die 
Lehrenden nicht im einmal erworbenen berufspraktischen Erfahrungswissen 
verharren. Eine Reflexion des Lehrhandelns kann entweder bereits in der 
Handlung oder im Anschluss an die Handlung erfolgen. Gemeint ist damit 
ein bewusstes Überlegen bzw. Reflektieren während oder nach einer 
Handlungssituation. Lehrende sollten in der Lage sein und die 
Bereitschaft zeigen, ein solch reflektiertes Nachdenken aktiv zu 
betreiben. Eine Reflexion des Lehrhandelns kann in offener Form und in 
strukturierter Weise allein oder mit Unterstützung Dritter erfolgen.<br /></p>",1,,,,0,null,,174,,
GRETA-4-3,GRETA-4-3-2,"Berufliche Weiterentwicklung","<p dir=""ltr"" style=""text-align:left;"">Fachinhalte und professionelles Handlungswissen verändern sich unter dem
 Einfluss gesamtgesellschaftlicher Entwicklungen. Zum Teil finden diese 
Veränderungen, wie am Beispiel der Digitalisierung deutlich wird, mit 
erheblicher Geschwindigkeit statt. Lehrende dürfen ihr Wissen und Können
 nicht als statisch und starr begreifen, sondern müssen für die eigene 
Kompetenzentwicklung Sorge tragen und sie als Grundlage ihres 
professionellen Handelns sehen. Dazu gehört im Sinne einer individuellen
 beruflichen Weiterentwicklung die Aufgeschlossenheit gegenüber 
unterschiedlichen pädagogischen und fachlichen Themen sowie die 
kritische Auseinandersetzung damit in Bezug auf die eigene Person und 
die eigene berufliche Tätigkeit. Erforderlich sind ein Bewusstsein für 
die Notwendigkeit solcher beruflichen Weiterentwicklungen wie auch die 
Bereitschaft, die eigenen Kompetenzentwicklungsbedarfe festzustellen und
 sich kontinuierlich weiterzuentwickeln.<br /></p>",1,,,,0,null,,175,,
GRETA-1-1-1,GRETA-1-1-1-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,176,,
GRETA-1-1-1,GRETA-1-1-1-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,177,,
GRETA-1-1-1,GRETA-1-1-1-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,178,,
GRETA-1-1-1,GRETA-1-1-1-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,179,,
GRETA-1-1-2,GRETA-1-1-2-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen</p>",1,,,,0,null,,180,,
GRETA-1-1-2,GRETA-1-1-2-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,181,,
GRETA-1-1-2,GRETA-1-1-2-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,182,,
GRETA-1-1-2,GRETA-1-1-2-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,183,,
GRETA-1-1-3,GRETA-1-1-3-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,184,,
GRETA-1-1-3,GRETA-1-1-3-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,185,,
GRETA-1-1-3,GRETA-1-1-3-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,186,,
GRETA-1-1-3,GRETA-1-1-3-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,187,,
GRETA-1-1-4,GRETA-1-1-4-1,"Kennen und verstehen","Inhalte wiedergeben und einordnen",1,,,,0,null,,188,,
GRETA-1-1-4,GRETA-1-1-4-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,189,,
GRETA-1-1-4,GRETA-1-1-4-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,190,,
GRETA-1-1-4,GRETA-1-1-4-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,191,,
GRETA-1-2-1,GRETA-1-2-1-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,192,,
GRETA-1-2-1,GRETA-1-2-1-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,193,,
GRETA-1-2-1,GRETA-1-2-1-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,194,,
GRETA-1-2-1,GRETA-1-2-1-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,195,,
GRETA-1-2-2,GRETA-1-2-2-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,196,,
GRETA-1-2-2,GRETA-1-2-2-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,197,,
GRETA-1-2-2,GRETA-1-2-2-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,198,,
GRETA-1-2-2,GRETA-1-2-2-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,199,,
GRETA-1-3-1,GRETA-1-3-1-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,200,,
GRETA-1-3-1,GRETA-1-3-1-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,201,,
GRETA-1-3-1,GRETA-1-3-1-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,202,,
GRETA-1-3-1,GRETA-1-3-1-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,203,,
GRETA-1-3-2,GRETA-1-3-2-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,204,,
GRETA-1-3-2,GRETA-1-3-2-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,205,,
GRETA-1-3-2,GRETA-1-3-2-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,206,,
GRETA-1-3-2,GRETA-1-3-2-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,207,,
GRETA-1-4-1,GRETA-1-4-1-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,208,,
GRETA-1-4-1,GRETA-1-4-1-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,209,,
GRETA-1-4-1,GRETA-1-4-1-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,210,,
GRETA-1-4-1,GRETA-1-4-1-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,211,,
GRETA-1-4-2,GRETA-1-4-2-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,212,,
GRETA-1-4-2,GRETA-1-4-2-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,213,,
GRETA-1-4-2,GRETA-1-4-2-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,214,,
GRETA-1-4-2,GRETA-1-4-2-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,215,,
GRETA-2-1-1,GRETA-2-1-1-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,216,,
GRETA-2-1-1,GRETA-2-1-1-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,217,,
GRETA-2-1-1,GRETA-2-1-1-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,218,,
GRETA-2-1-1,GRETA-2-1-1-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,219,,
GRETA-2-1-2,GRETA-2-1-2-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,220,,
GRETA-2-1-2,GRETA-2-1-2-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,221,,
GRETA-2-1-2,GRETA-2-1-2-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,222,,
GRETA-2-1-2,GRETA-2-1-2-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,223,,
GRETA-2-1-3,GRETA-2-1-3-1,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,224,,
GRETA-2-1-3,GRETA-2-1-3-2,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,225,,
GRETA-2-1-3,GRETA-2-1-3-3,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,226,,
GRETA-2-1-3,GRETA-2-1-3-4,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,227,,
GRETA-3-1-1," GRETA-3-1-1-1","Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,228,,
GRETA-3-1-1," GRETA-3-1-1-2","Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,229,,
GRETA-3-1-1," GRETA-3-1-1-3","Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,230,,
GRETA-3-1-1," GRETA-3-1-1-4","Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,231,,
GRETA-3-1-2,GRETA-3-1-2-1,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,232,,
GRETA-3-1-2,GRETA-3-1-2-2,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,233,,
GRETA-3-1-2,GRETA-3-1-2-3,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,234,,
GRETA-3-1-2,GRETA-3-1-2-4,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,235,,
GRETA-3-2-1,GRETA-3-2-1-1,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,236,,
GRETA-3-2-1,GRETA-3-2-1-2,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,237,,
GRETA-3-2-1,GRETA-3-2-1-3,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,238,,
GRETA-3-2-1,GRETA-3-2-1-4,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,239,,
GRETA-3-2-2,GRETA-3-2-2-1,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,240,,
GRETA-3-2-2,GRETA-3-2-2-2,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,241,,
GRETA-3-2-2,GRETA-3-2-2-3,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,242,,
GRETA-3-2-2,GRETA-3-2-2-4,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,243,,
GRETA-4-1-1,GRETA-4-1-1-1,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,244,,
GRETA-4-1-1,GRETA-4-1-1-2,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,245,,
GRETA-4-1-1,GRETA-4-1-1-3,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,246,,
GRETA-4-1-1,GRETA-4-1-1-4,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,247,,
GRETA-4-1-2," GRETA-4-1-2-1","Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,248,,
GRETA-4-1-2," GRETA-4-1-2-2","Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,249,,
GRETA-4-1-2," GRETA-4-1-2-3","Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,250,,
GRETA-4-1-2," GRETA-4-1-2-4","Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,251,,
GRETA-4-2-1,GRETA-4-2-1-1,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,252,,
GRETA-4-2-1,GRETA-4-2-1-2,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,253,,
GRETA-4-2-1,GRETA-4-2-1-3,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,254,,
GRETA-4-2-1,GRETA-4-2-1-4,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,255,,
GRETA-4-2-2,GRETA-4-2-2-1,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,256,,
GRETA-4-2-2,GRETA-4-2-2-2,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,257,,
GRETA-4-2-2,GRETA-4-2-2-3,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,258,,
GRETA-4-2-2,GRETA-4-2-2-4,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,259,,
GRETA-4-3-1,GRETA-4-3-1-1,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,260,,
GRETA-4-3-1,GRETA-4-3-1-2,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,261,,
GRETA-4-3-1,GRETA-4-3-1-3,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,262,,
GRETA-4-3-1,GRETA-4-3-1-4,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,263,,
GRETA-4-3-2,GRETA-4-3-2-1,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,264,,
GRETA-4-3-2,GRETA-4-3-2-2,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,265,,
GRETA-4-3-2,GRETA-4-3-2-3,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,266,,
GRETA-4-3-2,GRETA-4-3-2-4,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,267,,
