"Übergeordnete ID-Nummer",ID-Nummer,Kurzname,Beschreibung,Beschreibungsformat,Skalenwerte,Skalenkonfiguration,"Regeltyp (optional)","Regelergebnis (optional)","Regelkonfiguration (optional)","Querverweisende Kompetenz-ID-Nummern","Exportierte ID (optional)","Ist Kompetenzrahmen",Taxonomie
greta-ka02-kb01-kf01,greta-ka02-kb01-kf01-l03,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,61,,
greta-ka02-kb01-kf01,greta-ka02-kb01-kf01-l04,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,62,,
greta-ka02-kb01,greta-ka02-kb01-kf02,"Feldspezifisches Wissen","<p dir=""ltr"" style=""text-align:left;"">Lehrende in der Erwachsenen- und Weiterbildung sollten Wissen über das 
Feld der Erwachsenenbildung insgesamt sowie über die unterschiedlichen 
Handlungsfelder besitzen. In Bezug auf die Erwachsenenbildung insgesamt 
sollten Lehrende wissen, dass dieses Feld anders strukturiert ist und 
anderen Ansprüchen folgt als der formale Bildungsbereich. Zudem 
benötigen Lehrende Wissen über die Besonderheiten des Lernens im 
Erwachsenenalter. Darüber hinaus gibt es in der Erwachsenen- und 
Weiterbildung unterschiedliche Handlungsfelder, die sich über ihren 
gesellschaftspolitischen Auftrag, ein spezifisches Bildungsverständnis, 
die Funktion, ihre Themen sowie ihre Adressatinnen und Adressaten 
definieren. Zu diesen Handlungsfeldern zählen die berufliche, 
betriebliche, allgemeine, wissenschaftliche, politische und 
konfessionelle Erwachsenenbildung. Lehrende sollten Wissen darüber 
haben, welche Handlungsfelder mit welchen feldspezifischen Zielen und 
Prinzipien in der Weiterbildung existieren und welchem Handlungsfeld die
 Weiterbildungseinrichtung(en), in der bzw. denen sie tätig sind, 
zugehörig sind. Dazu zählen auch die Besonderheiten hinsichtlich 
organisatorischer und rechtlicher Rahmenbedingungen eines spezifischen 
Handlungsfeldes. <br /></p>",1,,,,0,null,,63,,
greta-ka02-kb01-kf02,greta-ka02-kb01-kf02-l01,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,64,,
greta-ka02-kb01-kf02,greta-ka02-kb01-kf02-l02,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,65,,
greta-ka02-kb01-kf02,greta-ka02-kb01-kf02-l03,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,66,,
greta-ka02-kb01-kf02,greta-ka02-kb01-kf02-l04,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,67,,
greta-ka02-kb01,greta-ka02-kb01-kf03,"Curriculare und institutionelle Rahmenbedingungen","<p dir=""ltr"" style=""text-align:left;"">Lehrende müssen sich mit den Anforderungen der 
Weiterbildungseinrichtungen auseinandersetzen, für die sie tätig sind. 
Im Gegensatz zu anderen Bildungsbereichen gibt es in der 
Erwachsenenbildung unterschiedliche Vorgaben und Rahmenbedingungen, 
welche die Lehrenden kennen müssen. Das Wissen über curriculare und 
institutionelle Rahmenbedingungen umfasst sowohl Kenntnisse über die 
spezifische Abfolge von Fachinhalten als auch Kenntnisse, die sich auf 
dafür notwendige angemessene Materialien und (digitale) Medien beziehen.
 Konkret bedeutet das für Lehrende beispielsweise die 
einrichtungsinterne digitale Ausstattung und Vorgaben bzgl. 
Softwarenutzung, die einrichtungsinternen Rahmenlehrpläne bzw. 
Modulpläne (u. a. Hinweise zur Gestaltung von Lernumgebungen, Aspekte 
der Qualitätssicherung, Erstellung und Abnahme von Prüfungen) sowie 
dazugehörige Beratungs- und Supportkapazitäten des spezifischen 
Weiterbildungsfeldes und der Weiterbildungseinrichtung zu kennen. <br /></p>",1,,,,0,null,,68,,
greta-ka02-kb01-kf03,greta-ka02-kb01-kf03-l01,"Kennen und verstehen","<p dir=""ltr"" style=""text-align:left;"">Inhalte wiedergeben und einordnen<br /></p>",1,,,,0,null,,69,,
greta-ka02-kb01-kf03,greta-ka02-kb01-kf03-l02,"Anwenden und umsetzen","<p dir=""ltr"" style=""text-align:left;"">Inhalte anwenden und Vorgehensweisen umsetzen<br /></p>",1,,,,0,null,,70,,
greta-ka02-kb01-kf03,greta-ka02-kb01-kf03-l03,"Analysieren und beurteilen","<p dir=""ltr"" style=""text-align:left;"">Zusammenhänge und Situationen deuten und bewerten<br /></p>",1,,,,0,null,,71,,
greta-ka02-kb01-kf03,greta-ka02-kb01-kf03-l04,"Weiterentwickeln und kreieren","<p dir=""ltr"" style=""text-align:left;"">Inhalte aufeinander beziehen und Situationen neu gestalten<br /></p>",1,,,,0,null,,72,,
,greta-ka03,"Professionelle Werthaltungen und Überzeugungen","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Professionelle Werthaltungen und Überzeugungen<br /></p>",1,,,,0,null,,73,,
greta-ka03,greta-ka03-kb01,Berufsethos,"<p dir=""ltr"" style=""text-align:left;"">Beschreibung Berufsethos<br /></p>",1,,,,0,null,,74,,
greta-ka03-kb01,greta-ka03-kb01-kf01,Menschenbilder,"<p dir=""ltr"" style=""text-align:left;"">Die Kompetenzfacette Menschenbilder umfasst die eigenen Vorstellungen,
 die Lehrende über Menschen und damit auch über ihre Teilnehmenden 
haben. Die Lehrenden haben ein bestimmtes Menschenbild, das ihre 
weltanschauliche Orientierung widerspiegelt. Es lassen sich verschiedene
 Menschenbilder unterscheiden, wie das humanistische Menschenbild, das 
kognitive Menschenbild, das behavioristische Menschenbild und das 
psycho-dynamische Menschenbild. Lehrende sollten den Lernenden ein 
Menschenbild vorleben, das zur Selbstentfaltung und Selbstverwirklichung
 anregt. Darüber hinaus müssen Lehrende sich über den Einfluss des 
Menschenbildes auf den Lehr-Lern-Prozess und dessen Qualität bewusst 
sein.<br /></p>",1,,,,0,null,,75,,
greta-ka03-kb01-kf01,greta-ka03-kb01-kf01-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,76,,
greta-ka03-kb01-kf01," greta-ka03-kb01-kf01-l06","Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,77,,
greta-ka03-kb01-kf01,greta-ka03-kb01-kf01-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,78,,
greta-ka03-kb01-kf01,greta-ka03-kb01-kf01-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,79,,
greta-ka03-kb01,greta-ka03-kb01-kf02,Wertvorstellungen,"<p dir=""ltr"" style=""text-align:left;"">Das professionelle Handeln Lehrender basiert auf persönlichen 
Wertvorstellungen, die das eigene professionelle Handeln prägen und 
beeinflussen. Diese Vorstellungen beinhalten Haltungen, Einstellungen 
und Werte, die Lehrende verinnerlicht haben und derer sie sich bewusst 
sein sollen. Lehrende sollen empathisch sein sowie Verständnis für die 
Gefühle und Sorgen der Teilnehmenden haben. Außerdem sollen sie ihren 
Teilnehmenden mit Respekt, Achtung und Wertschätzung gegenübertreten. 
Wertvorstellungen Lehrender sind auch dadurch geprägt, dass Lehrende ein
 Bewusstsein für das Wohlergehen der Teilnehmenden haben und dafür die 
Verantwortung tragen. Auch der Verinnerlichung von berufsethischen 
Standards und Prinzipien kommt für das professionelle Handeln von 
Lehrenden eine Bedeutung zu. <br /></p>",1,,,,0,null,,80,,
greta-ka03-kb01-kf02,greta-ka03-kb01-kf02-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,81,,
greta-ka03-kb01-kf02,greta-ka03-kb01-kf02-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,82,,
greta-ka03-kb01-kf02,greta-ka03-kb01-kf02-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,83,,
greta-ka03-kb01-kf02,greta-ka03-kb01-kf02-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,84,,
greta-ka03,greta-ka03-kb02,"Berufsbezogene Überzeugungen","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Berufsbezogene Überzeugungen<br /></p>",1,,,,0,null,,85,,
greta-ka03-kb02,greta-ka03-kb02-kf01,"Eigenes Rollenbewusstsein","<p dir=""ltr"" style=""text-align:left;"">Die Lehrtätigkeit hat sich in den vergangenen Jahrzehnten gewandelt. Die
 traditionelle Rolle als Informationsvermittlerin oder 
Informationsvermittler ist in den Hintergrund getreten. Vielmehr haben 
die Aufgaben der Anleitung sowie Begleitung und Unterstützung beim 
Lernprozess im Sinne einer Ermöglichungsdidaktik an Bedeutung gewonnen 
und profilieren die Rolle der Lehrenden als Lernbegleiterin und 
Lernbegleiter bzw. Lernunterstützerin und Lernunterstützer. Ebenso gibt 
es eine Vielfalt an Rollenerwartungen an die Lehrtätigkeit, wie sich an 
der begrifflichen Vielfalt (Lernbegleiterinnen und -begleiter, Lehrende,
 Trainerinnen und Trainer, Teamerinnern und Teamer oder Dozentinnen und 
Dozenten etc.) erkennen lässt. Lehrende müssen sich über die Erwartungen
 und Anforderungen an ihre Rolle, die von unterschiedlichen Seiten an 
sie herangetragen werden (u. a. von Teilnehmenden, Auftraggebenden), 
bewusst werden und sich kritisch mit ihnen auseinandersetzen. Nur so 
können sie sich klar dazu verhalten, Grenzen ziehen und produktiv auf 
sie reagieren. Neben einem Bewusstsein für die eigene Rolle und der 
Identifikation mit dieser ist es aber auch wichtig, bei Bedarf je nach 
Lehr-Lern-Situation (Begleiten, Wissen vermitteln etc.) und 
Lehr-Lern-Setting (hybrid, Präsenz, digital) flexibel zwischen 
unterschiedlichen Rollen wechseln zu können.<br /></p>",1,,,,0,null,,86,,
greta-ka03-kb02-kf01,greta-ka03-kb02-kf01-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,87,,
greta-ka03-kb02-kf01,greta-ka03-kb02-kf01-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,88,,
greta-ka03-kb02-kf01,greta-ka03-kb02-kf01-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,89,,
greta-ka03-kb02-kf01,greta-ka03-kb02-kf01-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,90,,
greta-ka03-kb02,greta-ka03-kb02-kf02,"Subjektive Annahmen über das Lehren und Lernen","<p dir=""ltr"" style=""text-align:left;"">Lehrende haben konkrete Vorstellungen  – sogenannte subjektive Annahmen 
 – darüber, wie das Lernen und Lehren funktioniert und gestaltet werden 
sollte. Diese subjektiven Annahmen lassen sich in konstruktivistische 
und transmissive Theorien unterscheiden. Bei konstruktivistischen 
Theorien wird das Lernen als aktiver Lernprozess verstanden und den 
Lernenden wird eine aktive Rolle bei der Auseinandersetzung mit dem 
Lerngegenstand zugeschrieben. Lehrende übernehmen die Rolle einer 
Lernbegleiterin oder eines Lernbegleiters, welche oder welcher das 
Lernen ermöglicht und begleitet und vor allem die Selbstständigkeit der 
Lernenden fördert. Bei transmissiven Theorien hingegen wird Lernen als 
einseitiger Informationsvermittlungsprozess betrachtet, in dem den 
Lernenden eine passive Rolle zukommt. Lehrende nehmen die Rolle einer 
Wissensvermittlerin oder eines Wissensvermittlers ein und sind vorrangig
 für die Wissensweitergabe zuständig. Die eigenen subjektiven 
Vorstellungen über das Lehren und Lernen beeinflussen die Qualität der 
Lehr-Lern-Prozesse, wobei konstruktivistische subjektive Theorien 
positiver für die Qualität von Lehr-Lern-Prozessen sind. Lehrende 
sollten sich ihrer subjektiven Annahmen und deren Einfluss auf den 
Lehr-Lern-Prozess bewusst sein.<br /></p>",1,,,,0,null,,91,,
greta-ka03-kb02-kf02,greta-ka03-kb02-kf02-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,92,,
greta-ka03-kb02-kf02,greta-ka03-kb02-kf02-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,93,,
greta-ka03-kb02-kf02,greta-ka03-kb02-kf02-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,94,,
greta-ka03-kb02-kf02,greta-ka03-kb02-kf02-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,95,,
,greta-ka04,"Professionelle Selbststeuerung","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Professionelle Selbststeuerung<br /></p>",1,,,,0,null,,96,,
greta-ka04,greta-ka04-kb01,"Motivationale Orientierungen","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Motivationale Orientierungen<br /></p>",1,,,,0,null,,97,,
greta-ka04-kb01,greta-ka04-kb01-kf01,Selbstwirksamkeitsüberzeugungen,"<p dir=""ltr"" style=""text-align:left;"">Unter Selbstwirksamkeit wird die Überzeugung verstanden, über die 
Fähigkeiten und Mittel zu verfügen, die für die erfolgreiche Bewältigung
 gegebener Anforderungen oder für eine Zielerreichung notwendig sind. 
Für Lehrende bedeutet dies, dass sie überzeugt davon sind, neue oder 
schwierige Anforderungssituationen aufgrund der eigenen Kompetenzen 
bewältigen zu können. Zudem gehen sie selbstbewusst davon aus, Kontrolle
 über die Lehr-Lern-Prozesse und die Zielerreichung zu haben. 
Selbstwirksamkeitsüberzeugungen beeinflussen u. a. die Ansprüche, die 
Lehrende an ihr eigenes erwachsenenpädagogisches Handeln stellen. Sie 
sind auch eng verknüpft mit der Wahrnehmung von Erfolg, Misserfolg und 
Belastungen. Eine hohe Selbstwirksamkeit ist gekennzeichnet durch 
zielgerichtetes Handeln auch unter herausfordernden Bedingungen.<br /></p>",1,,,,0,null,,98,,
greta-ka04-kb01-kf01,greta-ka04-kb01-kf01-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,99,,
greta-ka04-kb01-kf01,greta-ka04-kb01-kf01-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,100,,
greta-ka04-kb01-kf01,greta-ka04-kb01-kf01-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,101,,
greta-ka04-kb01-kf01,greta-ka04-kb01-kf01-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,102,,
greta-ka04-kb01,greta-ka04-kb01-kf02,Enthusiasmus,"<p dir=""ltr"" style=""text-align:left;"">Enthusiasmus bezeichnet den Grad des positiven emotionalen Erlebens 
während der Ausübung der Lehrtätigkeit. Hierzu gehören die Freude an der
 Tätigkeit sowie die Tatsache, dass Lehrende aus eigenem Interesse 
heraus handeln – frei von externem Druck oder Kontrolle.  Enthusiasmus 
als motivationale Orientierung meint das persönliche Engagement und die 
Begeisterungsfähigkeit von Lehrenden für ihr Fach und die Lehrtätigkeit 
als solche.<br /></p>",1,,,,0,null,,103,,
greta-ka04-kb01-kf02,greta-ka04-kb01-kf02-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,104,,
greta-ka04-kb01-kf02,greta-ka04-kb01-kf02-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,105,,
greta-ka04-kb01-kf02,greta-ka04-kb01-kf02-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,106,,
greta-ka04-kb01-kf02,greta-ka04-kb01-kf02-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,107,,
greta-ka04,greta-ka04-kb02,Selbstregulation,"<p dir=""ltr"" style=""text-align:left;"">Beschreibung Selbstregulation<br /></p>",1,,,,0,null,,108,,
greta-ka04-kb02,greta-ka04-kb02-kf01,"Umgang mit Feedback und Kritik","<p dir=""ltr"" style=""text-align:left;"">Feedback und Kritik nehmen in Lehr-Lern-Situationen eine besondere Rolle
 ein. Dabei ist neben dem Erteilen von Feedback für Lehrende auch der 
Umgang mit Feedback oder Kritik bezogen auf die eigene Person und das 
eigene Handeln von Bedeutung. Konkret bedeutet dies, dass Lehrende in 
der Lage sein sollten, mit Feedback und Kritik konstruktiv umzugehen. 
Dazu gehört eine angemessene Reaktion auf positives und negatives 
Feedback ebenso wie die Suche nach geeigneten Zeiträumen und Orten zum 
Lösen von Problemen und Konflikten. Ebenfalls von Bedeutung für die 
Wirkung von Feedback und Kritik ist das Medium, durch welches Feedback 
kommuniziert wird. Eine Feedback- und Kritikfähigkeit ermöglicht einen 
produktiven Umgang mit Irritationen und kann eine nachhaltige 
Selbstreflexion ermöglichen.<br /></p>",1,,,,0,null,,109,,
greta-ka04-kb02-kf01,greta-ka04-kb02-kf01-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,110,,
greta-ka04-kb02-kf01,greta-ka04-kb02-kf01-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,111,,
greta-ka04-kb02-kf01,greta-ka04-kb02-kf01-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,112,,
greta-ka04-kb02-kf01,greta-ka04-kb02-kf01-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,113,,
greta-ka04-kb02,greta-ka04-kb02-kf02,"Engagement und Distanz","<p dir=""ltr"" style=""text-align:left;"">Die Fähigkeit der Selbstregulation zeigt sich im verantwortungsvollen 
Umgang mit den eigenen Ressourcen. Damit ist ein ausgewogenes Maß an 
Engagement und Distanzierungsfähigkeit bezogen auf die Tätigkeit 
gemeint. Besonders aufgrund der zunehmenden Entgrenzung durch die 
Digitalisierung und die Möglichkeiten, überall und jederzeit zu 
arbeiten, ist es wichtig, mit den eigenen Ressourcen bewusst umzugehen. 
Die Verbindung von hohem Engagement und guter Distanzierungsfähigkeit 
bewahrt die Lehrenden vor Erschöpfung und ermöglicht es ihnen, mit 
Herausforderungen in ihrem pädagogischen Handeln effektiv umzugehen. Die
 Fähigkeit, mit den eigenen Ressourcen gesund zu haushalten, wirkt sich 
dabei sowohl auf die Qualität der Lehr-Lern-Prozesse als auch auf das 
berufliche Wohlbefinden der Lehrenden aus, wovon letztendlich auch die 
Teilnehmenden profitieren.<br /></p>",1,,,,0,null,,114,,
greta-ka04-kb02-kf02,greta-ka04-kb02-kf02-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,115,,
greta-ka04-kb02-kf02,greta-ka04-kb02-kf02-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,116,,
greta-ka04-kb02-kf02,greta-ka04-kb02-kf02-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,117,,
greta-ka04-kb02-kf02,greta-ka04-kb02-kf02-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,118,,
greta-ka04,greta-ka04-kb03,"Berufspraktische Erfahrung","<p dir=""ltr"" style=""text-align:left;"">Beschreibung Berufspraktische Erfahrung<br /></p>",1,,,,0,null,,119,,
greta-ka04-kb03,greta-ka04-kb03-kf01,"Reflexion des eigenen Lehrhandelns","<p dir=""ltr"" style=""text-align:left;"">Um immer wieder angemessenes und innovatives Lehrhandeln zeigen zu 
können, ist es erforderlich, dass Lehrende ihr professionelles Handeln 
selbst reflektieren. Hierzu gehört auch, sich in die Teilnehmenden 
hineinzuversetzen und deren Perspektive einnehmen zu können. Die 
Reflexion des Lehrhandelns ist die Voraussetzung dafür, dass die 
Lehrenden nicht im einmal erworbenen berufspraktischen Erfahrungswissen 
verharren. Eine Reflexion des Lehrhandelns kann entweder bereits in der 
Handlung oder im Anschluss an die Handlung erfolgen. Gemeint ist damit 
ein bewusstes Überlegen bzw. Reflektieren während oder nach einer 
Handlungssituation. Lehrende sollten in der Lage sein und die 
Bereitschaft zeigen, ein solch reflektiertes Nachdenken aktiv zu 
betreiben. Eine Reflexion des Lehrhandelns kann in offener Form und in 
strukturierter Weise allein oder mit Unterstützung Dritter erfolgen.<br /></p>",1,,,,0,null,,120,,
greta-ka04-kb03-kf01,greta-ka04-kb03-kf01-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,121,,
greta-ka04-kb03-kf01,greta-ka04-kb03-kf01-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,122,,
greta-ka04-kb03-kf01,greta-ka04-kb03-kf01-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,123,,
greta-ka04-kb03-kf01,greta-ka04-kb03-kf01-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,124,,
greta-ka04-kb03,greta-ka04-kb03-kf02,"Berufliche Weiterentwicklung","<p dir=""ltr"" style=""text-align:left;"">Fachinhalte und professionelles Handlungswissen verändern sich unter dem
 Einfluss gesamtgesellschaftlicher Entwicklungen. Zum Teil finden diese 
Veränderungen, wie am Beispiel der Digitalisierung deutlich wird, mit 
erheblicher Geschwindigkeit statt. Lehrende dürfen ihr Wissen und Können
 nicht als statisch und starr begreifen, sondern müssen für die eigene 
Kompetenzentwicklung Sorge tragen und sie als Grundlage ihres 
professionellen Handelns sehen. Dazu gehört im Sinne einer individuellen
 beruflichen Weiterentwicklung die Aufgeschlossenheit gegenüber 
unterschiedlichen pädagogischen und fachlichen Themen sowie die 
kritische Auseinandersetzung damit in Bezug auf die eigene Person und 
die eigene berufliche Tätigkeit. Erforderlich sind ein Bewusstsein für 
die Notwendigkeit solcher beruflichen Weiterentwicklungen wie auch die 
Bereitschaft, die eigenen Kompetenzentwicklungsbedarfe festzustellen und
 sich kontinuierlich weiterzuentwickeln.<br /></p>",1,,,,0,null,,125,,
greta-ka04-kb03-kf02,greta-ka04-kb03-kf02-l05,"Wahrnehmen und beachten","<p dir=""ltr"" style=""text-align:left;"">Auf etwas aufmerksam werden und sich etwas widmen<br /></p>",1,,,,0,null,,126,,
greta-ka04-kb03-kf02,greta-ka04-kb03-kf02-l06,"Aufgreifen und reagieren","<p dir=""ltr"" style=""text-align:left;"">Für etwas bereit sein und daran interessiert sein<br /></p>",1,,,,0,null,,127,,
greta-ka04-kb03-kf02,greta-ka04-kb03-kf02-l07,"Abwägen und werten","<p dir=""ltr"" style=""text-align:left;"">Ein individuelles Wertesystem aufbauen und Beurteilungsmaßstäbe finden<br /></p>",1,,,,0,null,,128,,
greta-ka04-kb03-kf02,greta-ka04-kb03-kf02-l08,"Verinnerlichen und intuitiv anwenden","<p dir=""ltr"" style=""text-align:left;"">Ein eigenes Wertesystem zu Grunde legen und konsistent nach dessen Grundsätzen handeln<br /></p>",1,,,,0,null,,129,,
